state,city,year,month,day,category,sales
North Carolina,Jacksonville,2016,10,14,Furniture,1
North Carolina,Jacksonville,2016,10,14,Technology,1
North Carolina,Jacksonville,2016,10,14,Office Supplies,4
North Carolina,Jacksonville,2016,11,19,Office Supplies,1
North Carolina,Jacksonville,2014,12,1,Technology,1
North Carolina,Jacksonville,2014,11,3,Office Supplies,2
North Carolina,Jacksonville,2014,11,3,Furniture,2
North Carolina,Jacksonville,2014,10,9,Office Supplies,1
North Carolina,Monroe,2017,6,4,Furniture,1
North Carolina,Monroe,2017,6,4,Technology,1
North Carolina,Monroe,2017,6,15,Furniture,2
North Carolina,Monroe,2017,10,12,Office Supplies,1
North Carolina,Monroe,2015,11,5,Furniture,1
North Carolina,Monroe,2015,11,21,Furniture,1
North Carolina,Monroe,2016,9,8,Technology,1
North Carolina,Monroe,2016,9,8,Office Supplies,1
North Carolina,Greenville,2016,10,28,Office Supplies,1
North Carolina,Greenville,2016,8,21,Office Supplies,2
North Carolina,Greenville,2016,12,8,Technology,3
North Carolina,Greenville,2017,2,25,Furniture,2
North Carolina,Greenville,2014,9,9,Technology,1
North Carolina,Thomasville,2016,11,13,Office Supplies,1
North Carolina,Thomasville,2016,9,6,Office Supplies,2
North Carolina,Fayetteville,2014,9,28,Office Supplies,2
North Carolina,Fayetteville,2014,10,27,Office Supplies,2
North Carolina,Fayetteville,2016,1,22,Furniture,2
North Carolina,Fayetteville,2016,1,22,Office Supplies,1
North Carolina,Fayetteville,2016,8,15,Furniture,1
North Carolina,Fayetteville,2016,8,9,Office Supplies,2
North Carolina,Fayetteville,2016,8,9,Technology,1
North Carolina,Fayetteville,2015,7,5,Furniture,1
North Carolina,Fayetteville,2015,7,5,Office Supplies,1
North Carolina,Fayetteville,2015,5,31,Office Supplies,1
North Carolina,Fayetteville,2017,8,31,Office Supplies,1
North Carolina,Fayetteville,2017,11,6,Office Supplies,4
North Carolina,Fayetteville,2017,11,6,Furniture,1
North Carolina,Fayetteville,2017,12,3,Office Supplies,3
North Carolina,Fayetteville,2017,4,14,Furniture,1
North Carolina,Fayetteville,2017,10,28,Furniture,1
North Carolina,Fayetteville,2017,10,28,Office Supplies,2
North Carolina,Greensboro,2014,3,22,Office Supplies,2
North Carolina,Greensboro,2017,11,4,Furniture,1
North Carolina,Greensboro,2017,11,4,Technology,1
North Carolina,Greensboro,2017,12,2,Office Supplies,1
North Carolina,Greensboro,2017,5,27,Technology,1
North Carolina,Greensboro,2017,5,27,Office Supplies,1
North Carolina,Greensboro,2016,5,2,Furniture,1
North Carolina,Greensboro,2016,9,20,Furniture,2
North Carolina,Greensboro,2016,10,10,Office Supplies,2
North Carolina,Greensboro,2015,8,13,Office Supplies,1
North Carolina,Raleigh,2016,2,8,Technology,1
North Carolina,Raleigh,2016,4,17,Technology,1
North Carolina,Raleigh,2016,4,17,Furniture,1
North Carolina,Raleigh,2016,12,1,Technology,1
North Carolina,Raleigh,2016,1,8,Office Supplies,2
North Carolina,Raleigh,2016,1,8,Technology,1
North Carolina,Raleigh,2014,9,17,Technology,1
North Carolina,Raleigh,2014,9,17,Office Supplies,1
North Carolina,Raleigh,2014,3,16,Technology,1
North Carolina,Raleigh,2017,3,10,Office Supplies,2
North Carolina,Raleigh,2017,9,14,Office Supplies,2
North Carolina,Raleigh,2017,7,27,Furniture,1
North Carolina,Raleigh,2015,8,11,Furniture,1
North Carolina,Raleigh,2015,11,30,Technology,1
North Carolina,Raleigh,2015,3,9,Office Supplies,1
North Carolina,Raleigh,2015,7,2,Technology,1
North Carolina,Raleigh,2015,7,2,Furniture,1
North Carolina,Raleigh,2015,7,2,Office Supplies,2
North Carolina,Hickory,2016,11,30,Technology,1
North Carolina,Hickory,2017,6,11,Office Supplies,1
North Carolina,Wilson,2015,10,2,Office Supplies,1
North Carolina,Wilson,2015,5,20,Furniture,1
North Carolina,Wilson,2015,5,20,Office Supplies,1
North Carolina,Wilson,2016,4,12,Office Supplies,3
North Carolina,Goldsboro,2016,12,16,Office Supplies,1
Washington,Seattle,2016,12,5,Office Supplies,1
Washington,Seattle,2016,12,26,Office Supplies,1
Washington,Seattle,2016,12,10,Office Supplies,4
Washington,Seattle,2016,12,10,Technology,1
Washington,Seattle,2016,12,6,Technology,2
Washington,Seattle,2016,12,6,Office Supplies,5
Washington,Seattle,2016,12,24,Office Supplies,1
Washington,Seattle,2016,12,23,Office Supplies,7
Washington,Seattle,2016,12,17,Office Supplies,1
Washington,Seattle,2016,12,25,Furniture,2
Washington,Seattle,2016,12,22,Office Supplies,1
Washington,Seattle,2016,12,22,Technology,1
Washington,Seattle,2016,11,7,Office Supplies,1
Washington,Seattle,2016,11,4,Furniture,1
Washington,Seattle,2016,11,26,Office Supplies,1
Washington,Seattle,2016,11,24,Office Supplies,1
Washington,Seattle,2016,11,24,Furniture,1
Washington,Seattle,2016,11,5,Technology,1
Washington,Seattle,2016,11,13,Furniture,1
Washington,Seattle,2016,11,19,Furniture,1
Washington,Seattle,2016,5,9,Technology,1
Washington,Seattle,2016,5,10,Office Supplies,1
Washington,Seattle,2016,5,12,Office Supplies,1
Washington,Seattle,2016,10,14,Technology,1
Washington,Seattle,2016,10,23,Office Supplies,1
Washington,Seattle,2016,10,22,Office Supplies,2
Washington,Seattle,2016,10,22,Furniture,1
Washington,Seattle,2016,4,9,Office Supplies,1
Washington,Seattle,2016,4,16,Office Supplies,1
Washington,Seattle,2016,4,21,Office Supplies,1
Washington,Seattle,2016,8,26,Office Supplies,1
Washington,Seattle,2016,8,23,Technology,1
Washington,Seattle,2016,8,23,Office Supplies,4
Washington,Seattle,2016,8,23,Furniture,1
Washington,Seattle,2016,8,17,Office Supplies,1
Washington,Seattle,2016,8,22,Office Supplies,1
Washington,Seattle,2016,8,21,Office Supplies,1
Washington,Seattle,2016,1,22,Furniture,1
Washington,Seattle,2016,1,22,Office Supplies,1
Washington,Seattle,2016,1,10,Furniture,1
Washington,Seattle,2016,1,10,Technology,1
Washington,Seattle,2016,1,30,Furniture,2
Washington,Seattle,2016,9,17,Furniture,1
Washington,Seattle,2016,9,17,Technology,1
Washington,Seattle,2016,9,15,Office Supplies,3
Washington,Seattle,2016,9,23,Office Supplies,2
Washington,Seattle,2016,9,23,Furniture,1
Washington,Seattle,2016,9,12,Office Supplies,3
Washington,Seattle,2016,9,27,Technology,1
Washington,Seattle,2016,9,8,Furniture,1
Washington,Seattle,2016,9,8,Office Supplies,1
Washington,Seattle,2016,9,20,Furniture,1
Washington,Seattle,2016,7,8,Technology,1
Washington,Seattle,2016,7,8,Office Supplies,1
Washington,Seattle,2016,7,4,Furniture,1
Washington,Seattle,2016,7,4,Technology,2
Washington,Seattle,2016,7,17,Furniture,2
Washington,Seattle,2016,7,17,Technology,2
Washington,Seattle,2016,7,17,Office Supplies,3
Washington,Seattle,2016,7,1,Office Supplies,1
Washington,Seattle,2016,3,14,Furniture,1
Washington,Seattle,2016,3,22,Furniture,1
Washington,Seattle,2016,6,11,Office Supplies,2
Washington,Seattle,2016,6,11,Technology,1
Washington,Seattle,2016,6,2,Office Supplies,3
Washington,Seattle,2016,6,14,Furniture,1
Washington,Seattle,2016,6,5,Office Supplies,1
Washington,Seattle,2015,3,2,Furniture,1
Washington,Seattle,2015,3,16,Furniture,1
Washington,Seattle,2015,3,19,Technology,2
Washington,Seattle,2015,3,19,Office Supplies,2
Washington,Seattle,2015,3,13,Furniture,1
Washington,Seattle,2015,3,29,Office Supplies,1
Washington,Seattle,2015,3,27,Office Supplies,1
Washington,Seattle,2015,3,26,Furniture,1
Washington,Seattle,2015,5,28,Office Supplies,1
Washington,Seattle,2015,5,29,Office Supplies,3
Washington,Seattle,2015,5,21,Office Supplies,1
Washington,Seattle,2015,5,12,Office Supplies,1
Washington,Seattle,2015,12,15,Office Supplies,2
Washington,Seattle,2015,12,15,Technology,1
Washington,Seattle,2015,12,7,Office Supplies,2
Washington,Seattle,2015,12,21,Furniture,1
Washington,Seattle,2015,12,21,Technology,1
Washington,Seattle,2015,12,1,Office Supplies,5
Washington,Seattle,2015,12,1,Furniture,2
Washington,Seattle,2015,12,16,Office Supplies,1
Washington,Seattle,2015,11,2,Technology,1
Washington,Seattle,2015,11,19,Furniture,1
Washington,Seattle,2015,11,5,Office Supplies,1
Washington,Seattle,2015,11,20,Office Supplies,1
Washington,Seattle,2015,11,20,Furniture,1
Washington,Seattle,2015,11,20,Technology,1
Washington,Seattle,2015,6,4,Office Supplies,2
Washington,Seattle,2015,9,6,Office Supplies,1
Washington,Seattle,2015,9,6,Furniture,1
Washington,Seattle,2015,9,21,Office Supplies,1
Washington,Seattle,2015,9,17,Office Supplies,1
Washington,Seattle,2015,9,24,Office Supplies,2
Washington,Seattle,2015,9,10,Office Supplies,1
Washington,Seattle,2015,9,25,Furniture,1
Washington,Seattle,2015,9,25,Office Supplies,1
Washington,Seattle,2015,9,25,Technology,1
Washington,Seattle,2015,9,27,Office Supplies,1
Washington,Seattle,2015,9,12,Technology,1
Washington,Seattle,2015,7,11,Office Supplies,2
Washington,Seattle,2015,7,25,Office Supplies,2
Washington,Seattle,2015,7,25,Furniture,2
Washington,Seattle,2015,1,5,Furniture,1
Washington,Seattle,2015,10,23,Office Supplies,1
Washington,Seattle,2015,10,12,Technology,1
Washington,Seattle,2015,10,12,Office Supplies,1
Washington,Seattle,2015,10,18,Technology,1
Washington,Seattle,2015,10,18,Office Supplies,1
Washington,Seattle,2015,10,18,Furniture,1
Washington,Seattle,2015,8,2,Office Supplies,1
Washington,Seattle,2015,8,2,Technology,1
Washington,Seattle,2015,2,27,Technology,1
Washington,Seattle,2015,4,12,Office Supplies,1
Washington,Seattle,2014,3,1,Furniture,1
Washington,Seattle,2014,3,7,Furniture,3
Washington,Seattle,2014,3,7,Office Supplies,4
Washington,Seattle,2014,3,30,Office Supplies,2
Washington,Seattle,2014,7,1,Office Supplies,1
Washington,Seattle,2014,7,12,Furniture,1
Washington,Seattle,2014,7,12,Office Supplies,1
Washington,Seattle,2014,7,30,Furniture,1
Washington,Seattle,2014,11,24,Office Supplies,4
Washington,Seattle,2014,11,2,Technology,2
Washington,Seattle,2014,11,11,Office Supplies,2
Washington,Seattle,2014,11,11,Technology,1
Washington,Seattle,2014,11,18,Furniture,2
Washington,Seattle,2014,8,11,Furniture,1
Washington,Seattle,2014,8,11,Office Supplies,2
Washington,Seattle,2014,8,9,Technology,2
Washington,Seattle,2014,8,9,Office Supplies,1
Washington,Seattle,2014,8,25,Technology,1
Washington,Seattle,2014,2,3,Office Supplies,2
Washington,Seattle,2014,2,15,Office Supplies,1
Washington,Seattle,2014,2,14,Technology,1
Washington,Seattle,2014,2,14,Office Supplies,2
Washington,Seattle,2014,6,3,Furniture,1
Washington,Seattle,2014,6,8,Furniture,1
Washington,Seattle,2014,6,17,Furniture,1
Washington,Seattle,2014,6,17,Office Supplies,2
Washington,Seattle,2014,9,26,Office Supplies,1
Washington,Seattle,2014,9,30,Office Supplies,1
Washington,Seattle,2014,9,17,Office Supplies,3
Washington,Seattle,2014,9,17,Furniture,1
Washington,Seattle,2014,9,29,Furniture,2
Washington,Seattle,2014,9,29,Office Supplies,2
Washington,Seattle,2014,9,19,Office Supplies,1
Washington,Seattle,2014,9,13,Office Supplies,4
Washington,Seattle,2014,9,13,Furniture,1
Washington,Seattle,2014,9,13,Technology,3
Washington,Seattle,2014,12,20,Office Supplies,1
Washington,Seattle,2014,12,7,Office Supplies,1
Washington,Seattle,2014,10,11,Furniture,1
Washington,Seattle,2014,10,11,Technology,1
Washington,Seattle,2014,10,26,Furniture,1
Washington,Seattle,2014,10,26,Technology,1
Washington,Seattle,2014,10,4,Office Supplies,1
Washington,Seattle,2014,10,18,Office Supplies,2
Washington,Seattle,2014,4,6,Furniture,1
Washington,Seattle,2014,4,6,Technology,1
Washington,Seattle,2014,5,28,Technology,2
Washington,Seattle,2014,5,28,Office Supplies,1
Washington,Seattle,2014,5,4,Furniture,1
Washington,Seattle,2014,5,4,Office Supplies,1
Washington,Seattle,2017,11,3,Office Supplies,2
Washington,Seattle,2017,11,3,Furniture,1
Washington,Seattle,2017,11,3,Technology,1
Washington,Seattle,2017,11,18,Office Supplies,4
Washington,Seattle,2017,11,18,Technology,1
Washington,Seattle,2017,11,2,Office Supplies,1
Washington,Seattle,2017,11,12,Office Supplies,3
Washington,Seattle,2017,11,13,Furniture,1
Washington,Seattle,2017,11,13,Office Supplies,3
Washington,Seattle,2017,11,10,Office Supplies,1
Washington,Seattle,2017,11,16,Office Supplies,2
Washington,Seattle,2017,11,16,Furniture,1
Washington,Seattle,2017,11,16,Technology,1
Washington,Seattle,2017,11,17,Office Supplies,1
Washington,Seattle,2017,11,6,Furniture,2
Washington,Seattle,2017,11,6,Technology,1
Washington,Seattle,2017,10,1,Office Supplies,3
Washington,Seattle,2017,10,1,Furniture,1
Washington,Seattle,2017,10,30,Office Supplies,2
Washington,Seattle,2017,10,30,Furniture,3
Washington,Seattle,2017,10,2,Office Supplies,1
Washington,Seattle,2017,10,2,Technology,1
Washington,Seattle,2017,5,19,Office Supplies,1
Washington,Seattle,2017,5,15,Furniture,3
Washington,Seattle,2017,5,11,Office Supplies,3
Washington,Seattle,2017,5,14,Office Supplies,2
Washington,Seattle,2017,5,27,Technology,1
Washington,Seattle,2017,5,27,Office Supplies,1
Washington,Seattle,2017,5,9,Office Supplies,3
Washington,Seattle,2017,5,9,Furniture,1
Washington,Seattle,2017,5,9,Technology,1
Washington,Seattle,2017,1,21,Office Supplies,4
Washington,Seattle,2017,1,21,Technology,1
Washington,Seattle,2017,1,21,Furniture,1
Washington,Seattle,2017,1,8,Furniture,1
Washington,Seattle,2017,1,23,Office Supplies,3
Washington,Seattle,2017,1,23,Technology,1
Washington,Seattle,2017,1,30,Technology,1
Washington,Seattle,2017,9,23,Office Supplies,3
Washington,Seattle,2017,9,5,Office Supplies,1
Washington,Seattle,2017,9,17,Office Supplies,1
Washington,Seattle,2017,9,1,Office Supplies,2
Washington,Seattle,2017,9,1,Furniture,1
Washington,Seattle,2017,9,30,Office Supplies,3
Washington,Seattle,2017,9,21,Technology,2
Washington,Seattle,2017,9,11,Furniture,1
Washington,Seattle,2017,9,11,Office Supplies,3
Washington,Seattle,2017,9,11,Technology,1
Washington,Seattle,2017,9,15,Office Supplies,1
Washington,Seattle,2017,9,24,Furniture,1
Washington,Seattle,2017,9,2,Furniture,1
Washington,Seattle,2017,7,29,Technology,1
Washington,Seattle,2017,7,29,Furniture,1
Washington,Seattle,2017,7,3,Technology,4
Washington,Seattle,2017,7,8,Furniture,1
Washington,Seattle,2017,7,8,Office Supplies,4
Washington,Seattle,2017,7,27,Furniture,1
Washington,Seattle,2017,7,27,Office Supplies,2
Washington,Seattle,2017,7,27,Technology,1
Washington,Seattle,2017,3,16,Office Supplies,2
Washington,Seattle,2017,3,16,Technology,1
Washington,Seattle,2017,3,20,Technology,1
Washington,Seattle,2017,3,26,Office Supplies,1
Washington,Seattle,2017,3,25,Office Supplies,1
Washington,Seattle,2017,3,23,Office Supplies,3
Washington,Seattle,2017,3,23,Technology,1
Washington,Seattle,2017,3,18,Office Supplies,1
Washington,Seattle,2017,3,21,Office Supplies,3
Washington,Seattle,2017,3,21,Furniture,1
Washington,Seattle,2017,4,13,Office Supplies,2
Washington,Seattle,2017,4,26,Office Supplies,2
Washington,Seattle,2017,4,21,Technology,1
Washington,Seattle,2017,4,21,Furniture,1
Washington,Seattle,2017,4,27,Furniture,1
Washington,Seattle,2017,12,28,Furniture,1
Washington,Seattle,2017,12,24,Office Supplies,1
Washington,Seattle,2017,12,10,Technology,1
Washington,Seattle,2017,12,10,Office Supplies,2
Washington,Seattle,2017,12,15,Furniture,1
Washington,Seattle,2017,12,3,Furniture,1
Washington,Seattle,2017,12,13,Office Supplies,1
Washington,Seattle,2017,12,1,Office Supplies,3
Washington,Seattle,2017,12,1,Furniture,2
Washington,Seattle,2017,12,5,Office Supplies,3
Washington,Seattle,2017,12,5,Furniture,1
Washington,Seattle,2017,12,5,Technology,1
Washington,Seattle,2017,8,28,Technology,1
Washington,Seattle,2017,8,28,Furniture,1
Washington,Seattle,2017,8,28,Office Supplies,2
Washington,Seattle,2017,8,18,Office Supplies,3
Washington,Seattle,2017,8,18,Technology,2
Washington,Seattle,2017,8,18,Furniture,1
Washington,Seattle,2017,8,21,Furniture,1
Washington,Seattle,2017,8,21,Office Supplies,1
Washington,Seattle,2017,8,21,Technology,1
Washington,Seattle,2017,8,12,Technology,3
Washington,Seattle,2017,8,12,Office Supplies,3
Washington,Seattle,2017,8,3,Office Supplies,1
Washington,Seattle,2017,2,13,Office Supplies,1
Washington,Seattle,2017,2,13,Technology,1
Washington,Seattle,2017,2,13,Furniture,1
Washington,Seattle,2017,2,19,Office Supplies,1
Washington,Seattle,2017,2,11,Furniture,1
Washington,Seattle,2017,2,11,Technology,1
Washington,Seattle,2017,2,23,Office Supplies,1
Washington,Seattle,2017,2,23,Technology,1
Washington,Seattle,2017,6,11,Office Supplies,3
Washington,Seattle,2017,6,11,Technology,1
Washington,Seattle,2017,6,11,Furniture,1
Washington,Seattle,2017,6,25,Furniture,1
Washington,Seattle,2017,6,10,Technology,1
Washington,Seattle,2017,6,10,Office Supplies,2
Washington,Seattle,2017,6,13,Furniture,1
Washington,Seattle,2017,6,27,Office Supplies,1
Washington,Seattle,2017,6,27,Furniture,1
Washington,Seattle,2017,6,27,Technology,1
Washington,Des Moines,2014,9,21,Technology,2
Washington,Des Moines,2014,3,7,Office Supplies,1
Washington,Des Moines,2015,9,18,Office Supplies,1
Washington,Des Moines,2016,9,2,Technology,1
Washington,Des Moines,2016,9,2,Furniture,1
Washington,Des Moines,2016,9,2,Office Supplies,1
Washington,Marysville,2016,11,3,Office Supplies,1
Washington,Marysville,2016,10,7,Office Supplies,1
Washington,Vancouver,2016,12,11,Furniture,1
Washington,Vancouver,2016,12,11,Technology,2
Washington,Vancouver,2016,11,13,Office Supplies,1
Washington,Vancouver,2017,10,30,Furniture,1
Washington,Edmonds,2014,10,13,Office Supplies,2
Washington,Edmonds,2014,10,13,Furniture,1
Washington,Edmonds,2014,10,13,Technology,1
Washington,Edmonds,2017,12,29,Office Supplies,1
Washington,Edmonds,2017,12,29,Furniture,1
Washington,Edmonds,2017,9,7,Furniture,1
Washington,Edmonds,2017,9,7,Technology,1
Washington,Edmonds,2017,9,7,Office Supplies,1
Washington,Edmonds,2016,8,7,Technology,1
Washington,Edmonds,2016,9,10,Office Supplies,4
Washington,Olympia,2017,6,17,Furniture,1
Washington,Olympia,2017,6,17,Office Supplies,1
Washington,Olympia,2015,6,23,Technology,1
Washington,Olympia,2014,12,8,Office Supplies,1
Washington,Olympia,2014,12,8,Furniture,1
Washington,Bellevue,2015,2,6,Office Supplies,1
Washington,Bellevue,2015,5,26,Furniture,1
Washington,Bellevue,2017,12,5,Office Supplies,2
Washington,Bellevue,2016,11,24,Office Supplies,1
Washington,Bellevue,2014,5,23,Office Supplies,1
Washington,Kent,2017,7,8,Furniture,1
Washington,Kent,2017,7,8,Office Supplies,2
Washington,Kent,2017,7,8,Technology,1
Washington,Kent,2017,6,12,Technology,1
Washington,Kent,2017,6,12,Office Supplies,1
Washington,Kent,2014,5,10,Office Supplies,1
Washington,Kent,2014,5,10,Technology,1
Washington,Auburn,2016,11,13,Furniture,1
Washington,Spokane,2017,11,21,Furniture,1
Washington,Spokane,2017,8,31,Furniture,1
Washington,Spokane,2017,8,31,Office Supplies,1
Washington,Spokane,2017,6,3,Office Supplies,1
Washington,Spokane,2016,10,7,Technology,1
Washington,Spokane,2015,4,5,Technology,1
Washington,Spokane,2015,4,5,Office Supplies,1
Washington,Bellingham,2017,11,1,Office Supplies,1
Washington,Bellingham,2017,11,1,Furniture,1
Washington,Bellingham,2017,6,3,Technology,1
Washington,Covington,2016,9,26,Office Supplies,2
Washington,Covington,2016,9,26,Technology,1
Washington,Covington,2015,3,24,Furniture,1
Washington,Redmond,2017,9,1,Technology,1
Washington,Redmond,2017,9,1,Office Supplies,1
Washington,Redmond,2016,9,17,Office Supplies,1
Washington,Pasco,2014,9,8,Office Supplies,3
Washington,Pasco,2014,9,8,Furniture,1
Washington,Pasco,2017,11,10,Office Supplies,2
Washington,Longview,2017,11,12,Office Supplies,2
Washington,Longview,2016,1,10,Furniture,1
Washington,Renton,2017,11,21,Office Supplies,2
Washington,Renton,2017,11,21,Technology,1
Washington,Everett,2017,12,25,Office Supplies,1
Texas,Fort Worth,2015,11,22,Office Supplies,2
Texas,Fort Worth,2015,11,21,Office Supplies,4
Texas,Fort Worth,2015,12,8,Office Supplies,1
Texas,Fort Worth,2015,12,8,Technology,1
Texas,Fort Worth,2014,5,11,Technology,2
Texas,Fort Worth,2014,5,11,Furniture,1
Texas,Fort Worth,2014,10,14,Office Supplies,1
Texas,Fort Worth,2014,10,14,Technology,1
Texas,Fort Worth,2014,12,27,Office Supplies,1
Texas,Fort Worth,2016,3,7,Technology,1
Texas,Fort Worth,2016,5,26,Office Supplies,2
Texas,Fort Worth,2016,5,26,Furniture,1
Texas,Fort Worth,2016,5,26,Technology,1
Texas,Fort Worth,2016,12,9,Office Supplies,2
Texas,Fort Worth,2017,4,26,Furniture,1
Texas,Fort Worth,2017,4,27,Office Supplies,1
Texas,Fort Worth,2017,4,27,Furniture,1
Texas,Fort Worth,2017,5,6,Office Supplies,2
Texas,Fort Worth,2017,5,6,Furniture,1
Texas,Houston,2017,10,19,Office Supplies,1
Texas,Houston,2017,10,19,Technology,1
Texas,Houston,2017,10,7,Office Supplies,1
Texas,Houston,2017,10,28,Technology,2
Texas,Houston,2017,10,28,Office Supplies,1
Texas,Houston,2017,10,2,Office Supplies,2
Texas,Houston,2017,12,9,Office Supplies,2
Texas,Houston,2017,12,9,Furniture,1
Texas,Houston,2017,12,2,Office Supplies,2
Texas,Houston,2017,12,2,Furniture,1
Texas,Houston,2017,12,22,Office Supplies,3
Texas,Houston,2017,12,3,Furniture,1
Texas,Houston,2017,4,21,Office Supplies,4
Texas,Houston,2017,4,21,Technology,1
Texas,Houston,2017,4,16,Office Supplies,3
Texas,Houston,2017,4,15,Office Supplies,1
Texas,Houston,2017,9,15,Office Supplies,2
Texas,Houston,2017,9,8,Technology,1
Texas,Houston,2017,9,17,Office Supplies,2
Texas,Houston,2017,9,17,Furniture,1
Texas,Houston,2017,9,17,Technology,1
Texas,Houston,2017,9,11,Office Supplies,2
Texas,Houston,2017,9,11,Furniture,1
Texas,Houston,2017,11,24,Office Supplies,1
Texas,Houston,2017,11,13,Office Supplies,1
Texas,Houston,2017,11,22,Office Supplies,1
Texas,Houston,2017,11,19,Furniture,1
Texas,Houston,2017,11,19,Office Supplies,2
Texas,Houston,2017,11,14,Office Supplies,1
Texas,Houston,2017,11,25,Technology,1
Texas,Houston,2017,11,25,Office Supplies,2
Texas,Houston,2017,11,25,Furniture,1
Texas,Houston,2017,11,6,Office Supplies,1
Texas,Houston,2017,11,21,Technology,1
Texas,Houston,2017,5,12,Office Supplies,2
Texas,Houston,2017,5,28,Technology,1
Texas,Houston,2017,5,29,Furniture,1
Texas,Houston,2017,5,23,Office Supplies,4
Texas,Houston,2017,5,14,Furniture,1
Texas,Houston,2017,5,14,Office Supplies,3
Texas,Houston,2017,5,14,Technology,1
Texas,Houston,2017,5,25,Office Supplies,1
Texas,Houston,2017,7,3,Office Supplies,1
Texas,Houston,2017,7,3,Technology,1
Texas,Houston,2017,7,2,Office Supplies,2
Texas,Houston,2017,2,9,Office Supplies,2
Texas,Houston,2017,2,9,Technology,1
Texas,Houston,2017,2,9,Furniture,1
Texas,Houston,2017,2,17,Furniture,1
Texas,Houston,2017,2,17,Office Supplies,1
Texas,Houston,2017,2,17,Technology,1
Texas,Houston,2017,3,17,Office Supplies,2
Texas,Houston,2017,3,4,Office Supplies,3
Texas,Houston,2017,3,4,Furniture,1
Texas,Houston,2017,3,26,Technology,2
Texas,Houston,2017,3,26,Office Supplies,3
Texas,Houston,2017,3,18,Technology,1
Texas,Houston,2017,3,20,Office Supplies,2
Texas,Houston,2017,3,27,Furniture,3
Texas,Houston,2017,3,27,Technology,1
Texas,Houston,2017,6,19,Office Supplies,3
Texas,Houston,2017,6,2,Office Supplies,1
Texas,Houston,2017,1,26,Office Supplies,1
Texas,Houston,2017,8,5,Office Supplies,1
Texas,Houston,2017,8,17,Office Supplies,3
Texas,Houston,2017,8,17,Furniture,2
Texas,Houston,2015,12,27,Office Supplies,1
Texas,Houston,2015,12,27,Furniture,2
Texas,Houston,2015,12,27,Technology,1
Texas,Houston,2015,12,1,Furniture,1
Texas,Houston,2015,12,11,Technology,1
Texas,Houston,2015,12,11,Office Supplies,1
Texas,Houston,2015,12,8,Technology,1
Texas,Houston,2015,12,26,Furniture,1
Texas,Houston,2015,12,20,Technology,1
Texas,Houston,2015,9,26,Office Supplies,1
Texas,Houston,2015,9,26,Technology,1
Texas,Houston,2015,9,21,Technology,2
Texas,Houston,2015,9,21,Furniture,1
Texas,Houston,2015,9,17,Furniture,1
Texas,Houston,2015,9,17,Office Supplies,1
Texas,Houston,2015,9,5,Office Supplies,3
Texas,Houston,2015,9,4,Technology,1
Texas,Houston,2015,4,28,Office Supplies,3
Texas,Houston,2015,4,6,Office Supplies,4
Texas,Houston,2015,4,6,Technology,1
Texas,Houston,2015,4,26,Furniture,1
Texas,Houston,2015,4,2,Office Supplies,1
Texas,Houston,2015,4,20,Office Supplies,1
Texas,Houston,2015,3,22,Technology,1
Texas,Houston,2015,3,22,Office Supplies,2
Texas,Houston,2015,3,10,Office Supplies,1
Texas,Houston,2015,3,23,Furniture,1
Texas,Houston,2015,3,5,Technology,1
Texas,Houston,2015,3,31,Office Supplies,1
Texas,Houston,2015,3,31,Furniture,1
Texas,Houston,2015,3,1,Office Supplies,1
Texas,Houston,2015,3,1,Furniture,1
Texas,Houston,2015,3,19,Office Supplies,1
Texas,Houston,2015,3,19,Furniture,1
Texas,Houston,2015,1,30,Office Supplies,1
Texas,Houston,2015,7,13,Office Supplies,1
Texas,Houston,2015,7,30,Office Supplies,1
Texas,Houston,2015,7,2,Office Supplies,1
Texas,Houston,2015,7,8,Office Supplies,1
Texas,Houston,2015,7,17,Office Supplies,2
Texas,Houston,2015,8,6,Office Supplies,4
Texas,Houston,2015,8,6,Furniture,1
Texas,Houston,2015,8,25,Furniture,2
Texas,Houston,2015,8,25,Office Supplies,1
Texas,Houston,2015,5,2,Office Supplies,1
Texas,Houston,2015,5,2,Technology,1
Texas,Houston,2015,5,17,Office Supplies,2
Texas,Houston,2015,5,4,Technology,1
Texas,Houston,2015,5,12,Furniture,1
Texas,Houston,2015,5,12,Technology,1
Texas,Houston,2015,5,12,Office Supplies,1
Texas,Houston,2015,11,8,Office Supplies,1
Texas,Houston,2015,11,7,Office Supplies,5
Texas,Houston,2015,11,7,Furniture,1
Texas,Houston,2015,11,7,Technology,1
Texas,Houston,2015,11,12,Office Supplies,3
Texas,Houston,2015,11,13,Furniture,1
Texas,Houston,2015,10,24,Office Supplies,2
Texas,Houston,2015,10,24,Furniture,1
Texas,Houston,2015,10,23,Office Supplies,1
Texas,Houston,2015,10,23,Technology,1
Texas,Houston,2015,10,8,Office Supplies,1
Texas,Houston,2015,6,26,Technology,1
Texas,Houston,2015,6,25,Office Supplies,3
Texas,Houston,2015,6,25,Furniture,1
Texas,Houston,2015,6,19,Office Supplies,1
Texas,Houston,2015,2,6,Office Supplies,2
Texas,Houston,2015,2,6,Technology,1
Texas,Houston,2014,11,26,Furniture,1
Texas,Houston,2014,11,23,Office Supplies,1
Texas,Houston,2014,11,23,Furniture,1
Texas,Houston,2014,11,15,Office Supplies,1
Texas,Houston,2014,11,7,Office Supplies,4
